franchise,part,title,year,franchise_length,rating,rating_avg,rating_diff_avg,rating_rel_avg,quality_avg
The Garden of Sinners -,2,The Garden of Sinners: A Study in Murder (Part 1),2007,7,3.53,3.59,-0.06,-2.0,worse
The Garden of Sinners -,3,The Garden of Sinners: Remaining Sense of Pain,2008,7,3.6,3.59,0.01,0.0,better
The Garden of Sinners -,4,The Garden of Sinners: The Hollow Shrine,2008,7,3.5,3.59,-0.09,-3.0,worse
The Garden of Sinners -,5,The Garden of Sinners: Paradox Spiral,2008,7,4.1,3.59,0.51,14.0,better
The Garden of Sinners -,6,The Garden of Sinners: Oblivion Recording,2008,7,3.04,3.59,-0.55,-15.0,worse
The Garden of Sinners -,7,The Garden of Sinners: A Study in Murder (Part 2),2009,7,3.88,3.59,0.29,8.0,better
The Gingerdead Man,1,The Gingerdead Man,2005,3,1.89,2.16,-0.27,-12.0,worse
The Gingerdead Man,2,Gingerdead Man 2: Passion of the Crust,2008,3,2.32,2.16,0.16,7.0,better
The Gingerdead Man,3,Gingerdead Man 3: Saturday Night Cleaver,2011,3,2.28,2.16,0.12,6.0,better
The Godfather,1,The Godfather,1972,3,4.56,4.19,0.37,9.0,better
The Godfather,2,The Godfather: Part II,1974,3,4.59,4.19,0.4,10.0,better
The Godfather,3,The Godfather: Part III,1990,3,3.43,4.19,-0.76,-18.0,worse
The Good Witch,1,The Good Witch,2008,7,3.16,3.17,-0.01,-0.0,worse
The Good Witch,2,The Good Witch's Garden,2009,7,3.21,3.17,0.04,1.0,better
The Good Witch,3,The Good Witch's Gift,2010,7,3.16,3.17,-0.01,-0.0,worse
The Good Witch,4,The Good Witch's Family,2011,7,3.16,3.17,-0.01,-0.0,worse
The Good Witch,5,The Good Witch's Charm,2012,7,3.17,3.17,-0.0,-0.0,equal
The Good Witch,6,The Good Witch's Destiny,2013,7,3.19,3.17,0.02,1.0,better
The Good Witch,7,The Good Witch's Wonder,2014,7,3.16,3.17,-0.01,-0.0,worse
The Grudge,1,The Grudge,2004,3,2.79,2.45,0.34,14.0,better
The Grudge,2,The Grudge 2,2006,3,2.44,2.45,-0.01,-0.0,worse
The Grudge,3,The Grudge 3,2009,3,2.12,2.45,-0.33,-13.0,worse
The Grump,1,The Grump,2014,3,3.27,3.31,-0.04,-1.0,worse
The Grump,2,"Happier Times, Grump",2018,3,3.39,3.31,0.08,2.0,better
The Grump,3,The Grump: In Search of an Escort,2022,3,3.27,3.31,-0.04,-1.0,worse
The Guidance Patrol,1,The Guidance Patrol,2012,3,2.18,2.05,0.13,6.0,better
The Guidance Patrol,2,The Guidance Patrol 2,2017,3,1.79,2.05,-0.26,-13.0,worse
The Guidance Patrol,3,The Guidance Patrol 3,2021,3,2.17,2.05,0.12,6.0,better
The Hangover,1,The Hangover,2009,3,3.55,2.96,0.59,20.0,better
The Hangover,2,The Hangover Part II,2011,3,2.82,2.96,-0.14,-5.0,worse
The Hangover,3,The Hangover Part III,2013,3,2.5,2.96,-0.46,-16.0,worse
The Hannibal Lecter,1,The Silence of the Lambs,1991,3,4.33,3.63,0.7,19.0,better
The Hannibal Lecter,2,Hannibal,2001,3,3.19,3.63,-0.44,-12.0,worse
The Hannibal Lecter,3,Red Dragon,2002,3,3.36,3.63,-0.27,-7.0,worse
The Hobbit,1,The Hobbit: An Unexpected Journey,2012,3,3.43,3.3,0.13,4.0,better
The Hobbit,2,The Hobbit: The Desolation of Smaug,2013,3,3.34,3.3,0.04,1.0,better
The Hobbit,3,The Hobbit: The Battle of the Five Armies,2014,3,3.12,3.3,-0.18,-5.0,worse
The Hood,1,Kidulthood,2006,3,3.28,3.06,0.22,7.0,better
The Hood,2,Adulthood,2008,3,3.1,3.06,0.04,1.0,better
The Hood,3,Brotherhood,2016,3,2.79,3.06,-0.27,-9.0,worse
The Houses of Doom,1,The Sweet House of Horrors,1989,4,2.82,3.01,-0.19,-6.0,worse
The Houses of Doom,2,The House of Lost Souls,1989,4,3.15,3.01,0.14,5.0,better
The Houses of Doom,3,The House of Witchcraft,1989,4,3.06,3.01,0.05,2.0,better
The Houses of Doom,4,The House of Clocks,1989,4,3.01,3.01,0.0,0.0,equal
The Howling,1,The Howling,1981,8,3.32,2.31,1.01,44.0,better
The Howling,2,Howling II: Stirba - Werewolf Bitch,1985,8,2.45,2.31,0.14,6.0,better
The Howling,3,Howling III: The Marsupials,1987,8,2.41,2.31,0.1,4.0,better
The Howling,4,Howling IV: The Original Nightmare,1988,8,1.89,2.31,-0.42,-18.0,worse
The Howling,5,Howling V: The Rebirth,1989,8,2.29,2.31,-0.02,-1.0,worse
The Howling,6,Howling VI: The Freaks,1991,8,2.32,2.31,0.01,0.0,better
The Howling,7,Howling: New Moon Rising,1995,8,1.67,2.31,-0.64,-28.0,worse
The Howling,8,The Howling: Reborn,2011,8,2.14,2.31,-0.17,-7.0,worse
The Human Centipede,1,The Human Centipede (First Sequence),2009,3,1.92,1.72,0.2,12.0,better
The Human Centipede,2,The Human Centipede 2 (Full Sequence),2011,3,1.8,1.72,0.08,5.0,better
The Human Centipede,3,The Human Centipede 3 (Final Sequence),2015,3,1.44,1.72,-0.28,-16.0,worse
The Human Condition,1,The Human Condition I: No Greater Love,1959,3,4.47,4.47,0.0,0.0,equal
The Human Condition,2,The Human Condition II: Road to Eternity,1959,3,4.39,4.47,-0.08,-2.0,worse
The Human Condition,3,The Human Condition III: A Soldier's Prayer,1961,3,4.54,4.47,0.07,2.0,better
The Hunger Games,1,The Hunger Games,2012,4,3.57,3.39,0.18,5.0,better
The Hunger Games,2,The Hunger Games: Catching Fire,2013,4,3.68,3.39,0.29,9.0,better
The Hunger Games,3,The Hunger Games: Mockingjay – Part 1,2014,4,3.13,3.39,-0.26,-8.0,worse
The Hunger Games,4,The Hunger Games: Mockingjay – Part 2,2015,4,3.19,3.39,-0.2,-6.0,worse
The Incredible Hulk (TV Movie),1,The Incredible Hulk,1977,6,3.05,2.91,0.14,5.0,better
The Incredible Hulk (TV Movie),2,The Return of the Incredible Hulk,1977,6,3.09,2.91,0.18,6.0,better
The Incredible Hulk (TV Movie),3,Bride of the Incredible Hulk,1978,6,3.14,2.91,0.23,8.0,better
The Incredible Hulk (TV Movie),4,The Incredible Hulk Returns,1988,6,2.68,2.91,-0.23,-8.0,worse
The Incredible Hulk (TV Movie),5,The Trial of the Incredible Hulk,1989,6,2.75,2.91,-0.16,-5.0,worse
The Incredible Hulk (TV Movie),6,The Death of the Incredible Hulk,1990,6,2.76,2.91,-0.15,-5.0,worse
The Invisible Man,1,The Invisible Man,1933,6,3.85,3.1,0.75,24.0,better
The Invisible Man,2,The Invisible Man Returns,1940,6,3.19,3.1,0.09,3.0,better
The Invisible Man,3,The Invisible Woman,1940,6,2.79,3.1,-0.31,-10.0,worse
The Invisible Man,4,Invisible Agent,1942,6,2.84,3.1,-0.26,-8.0,worse
The Invisible Man,5,The Invisible Man's Revenge,1944,6,2.74,3.1,-0.36,-12.0,worse
The Invisible Man,6,Abbott and Costello Meet the Invisible Man,1951,6,3.18,3.1,0.08,3.0,better
The Jack Ryan,1,The Hunt for Red October,1990,3,3.71,3.43,0.28,8.0,better
The Jack Ryan,2,Patriot Games,1992,3,3.25,3.43,-0.18,-5.0,worse
The Jack Ryan,3,Clear and Present Danger,1994,3,3.32,3.43,-0.11,-3.0,worse
The Karate Kid,1,The Karate Kid,1984,4,3.72,2.91,0.81,28.0,better
The Karate Kid,2,The Karate Kid Part II,1986,4,3.1,2.91,0.19,7.0,better
The Karate Kid,3,The Karate Kid Part III,1989,4,2.67,2.91,-0.24,-8.0,worse
The Karate Kid,4,The Next Karate Kid,1994,4,2.16,2.91,-0.75,-26.0,worse
The Kissing Booth,1,The Kissing Booth,2018,3,1.54,1.39,0.15,11.0,better
The Kissing Booth,2,The Kissing Booth 2,2020,3,1.41,1.39,0.02,1.0,better
The Kissing Booth,3,The Kissing Booth 3,2021,3,1.22,1.39,-0.17,-12.0,worse
The Kogel-Mogel,1,Kogel-mogel,1988,3,3.39,3.14,0.25,8.0,better
The Kogel-Mogel,2,"Galimatias, czyli kogel-mogel II",1989,3,3.3,3.14,0.16,5.0,better
The Kogel-Mogel,3,"Miszmasz, czyli kogel-mogel 3",2019,3,2.73,3.14,-0.41,-13.0,worse
The Koker Trilogy,1,Where Is the Friend's House?,1987,3,4.33,4.23,0.1,2.0,better
The Koker Trilogy,2,"Life, and Nothing More...",1992,3,4.22,4.23,-0.01,-0.0,worse
The Koker Trilogy,3,Through the Olive Trees,1994,3,4.13,4.23,-0.1,-2.0,worse
The Last Warrior (Collection),1,The Last Warrior,2017,3,3.03,2.97,0.06,2.0,better
The Last Warrior (Collection),2,The Last Warrior: Root of Evil,2021,3,3.0,2.97,0.03,1.0,better
The Last Warrior (Collection),3,The Last Warrior: A Messenger of Darkness,2021,3,2.89,2.97,-0.08,-3.0,worse
The Librarian,1,The Librarian: Quest for the Spear,2004,3,2.91,2.88,0.03,1.0,better
The Librarian,2,The Librarian: Return to King Solomon's Mines,2006,3,2.84,2.88,-0.04,-1.0,worse
The Librarian,3,The Librarian: The Curse of the Judas Chalice,2008,3,2.88,2.88,0.0,0.0,equal
The Lion King,1,The Lion King,1994,3,4.21,3.42,0.79,23.0,better
The Lion King,2,The Lion King II: Simba's Pride,1998,3,3.0,3.42,-0.42,-12.0,worse
The Lion King,3,The Lion King 1½,2004,3,3.05,3.42,-0.37,-11.0,worse
The Little Mermaid,1,The Little Mermaid,1989,3,3.66,3.0,0.66,22.0,better
The Little Mermaid,2,The Little Mermaid II: Return to the Sea,2000,3,2.55,3.0,-0.45,-15.0,worse
The Little Mermaid,3,The Little Mermaid: Ariel's Beginning,2008,3,2.79,3.0,-0.21,-7.0,worse
The Lord of the Rings,1,The Lord of the Rings: The Fellowship of the Ring,2001,3,4.36,4.41,-0.05,-1.0,worse
The Lord of the Rings,2,The Lord of the Rings: The Two Towers,2002,3,4.38,4.41,-0.03,-1.0,worse
The Lord of the Rings,3,The Lord of the Rings: The Return of the King,2003,3,4.48,4.41,0.07,2.0,better
The Magnificent Seven,1,The Magnificent Seven,1960,4,3.79,3.12,0.66,21.0,better
The Magnificent Seven,2,Return of the Seven,1966,4,2.8,3.12,-0.33,-11.0,worse
The Magnificent Seven,3,Guns of the Magnificent Seven,1969,4,3.01,3.12,-0.12,-4.0,worse
The Magnificent Seven,4,The Magnificent Seven Ride!,1972,4,2.9,3.12,-0.23,-7.0,worse
The Mangler,1,The Mangler,1995,3,2.64,2.5,0.14,6.0,better
The Mangler,2,The Mangler 2,2002,3,2.44,2.5,-0.06,-2.0,worse
The Mangler,3,The Mangler Reborn,2005,3,2.41,2.5,-0.09,-4.0,worse
The Marine,1,The Marine,2006,6,2.29,2.55,-0.26,-10.0,worse
The Marine,2,The Marine 2,2009,6,2.37,2.55,-0.18,-7.0,worse
The Marine,3,The Marine 3: Homefront,2013,6,2.5,2.55,-0.05,-2.0,worse
The Marine,4,The Marine 4: Moving Target,2015,6,2.59,2.55,0.04,2.0,better
The Marine,5,The Marine 5: Battleground,2017,6,2.74,2.55,0.19,7.0,better
The Marine,6,The Marine 6: Close Quarters,2018,6,2.81,2.55,0.26,10.0,better
The Matrix,1,The Matrix,1999,4,4.16,3.31,0.85,26.0,better
The Matrix,2,The Matrix Reloaded,2003,4,3.32,3.31,0.01,0.0,better
The Matrix,3,The Matrix Revolutions,2003,4,3.01,3.31,-0.3,-9.0,worse
The Matrix,4,The Matrix Resurrections,2021,4,2.76,3.31,-0.55,-17.0,worse
The Maze Runner,1,The Maze Runner,2014,3,3.24,3.04,0.2,7.0,better
The Maze Runner,2,Maze Runner: The Scorch Trials,2015,3,2.86,3.04,-0.18,-6.0,worse
The Maze Runner,3,Maze Runner: The Death Cure,2018,3,3.02,3.04,-0.02,-1.0,worse
The Mighty Ducks,1,The Mighty Ducks,1992,3,3.25,3.01,0.24,8.0,better
The Mighty Ducks,2,D2: The Mighty Ducks,1994,3,3.05,3.01,0.04,1.0,better
The Mighty Ducks,3,D3: The Mighty Ducks,1996,3,2.74,3.01,-0.27,-9.0,worse
The Migration Trilogy,1,The Bride,1973,3,3.61,3.5,0.11,3.0,better
The Migration Trilogy,2,The Wedding,1973,3,3.45,3.5,-0.05,-1.0,worse
The Migration Trilogy,3,Blood Money,1974,3,3.44,3.5,-0.06,-2.0,worse
The Millennium,1,The Girl with the Dragon Tattoo,2009,3,3.8,3.59,0.21,6.0,better
The Millennium,2,The Girl Who Played with Fire,2009,3,3.47,3.59,-0.12,-3.0,worse
The Millennium,3,The Girl Who Kicked the Hornet's Nest,2009,3,3.5,3.59,-0.09,-3.0,worse
The Mistletoe,1,The Mistletoe Promise,2016,3,2.86,2.96,-0.1,-3.0,worse
The Mistletoe,2,The Mistletoe Inn,2017,3,2.98,2.96,0.02,1.0,better
The Mistletoe,3,The Mistletoe Secret,2019,3,3.03,2.96,0.07,2.0,better
The Mole Song,1,The Mole Song: Undercover Agent Reiji,2013,3,3.35,3.34,0.01,0.0,better
The Mole Song,2,The Mole Song: Hong Kong Capriccio,2016,3,3.34,3.34,-0.0,-0.0,equal
The Mole Song,3,The Mole Song: FINAL,2021,3,3.34,3.34,-0.0,-0.0,equal
The Monkey King,1,The Monkey King,2014,3,2.42,2.81,-0.39,-14.0,worse
The Monkey King,2,The Monkey King 2,2016,3,3.03,2.81,0.22,8.0,better
The Monkey King,3,The Monkey King 3,2018,3,2.99,2.81,0.18,6.0,better
The Mummy (Hammer),1,The Mummy,1959,4,3.24,2.93,0.31,11.0,better
The Mummy (Hammer),2,The Curse of the Mummy's Tomb,1964,4,2.78,2.93,-0.15,-5.0,worse
The Mummy (Hammer),3,The Mummy's Shroud,1967,4,2.8,2.93,-0.13,-4.0,worse
The Mummy (Hammer),4,Blood from the Mummy's Tomb,1971,4,2.9,2.93,-0.03,-1.0,worse
The Mummy (Universal),1,The Mummy,1932,5,3.28,2.77,0.51,18.0,better
The Mummy (Universal),2,The Mummy's Hand,1940,5,2.84,2.77,0.07,3.0,better
The Mummy (Universal),3,The Mummy's Tomb,1942,5,2.6,2.77,-0.17,-6.0,worse
The Mummy (Universal),4,The Mummy's Ghost,1944,5,2.6,2.77,-0.17,-6.0,worse
The Mummy (Universal),5,The Mummy's Curse,1944,5,2.51,2.77,-0.26,-9.0,worse
The Mummy,1,The Mummy,1999,3,3.49,2.85,0.64,22.0,better
The Mummy,2,The Mummy Returns,2001,3,2.93,2.85,0.08,3.0,better
The Mummy,3,The Mummy: Tomb of the Dragon Emperor,2008,3,2.14,2.85,-0.71,-25.0,worse
The Musketeers,1,The Three Musketeers,1973,3,3.43,3.28,0.15,5.0,better
The Musketeers,2,The Four Musketeers,1974,3,3.37,3.28,0.09,3.0,better
The Musketeers,3,The Return of the Musketeers,1989,3,3.04,3.28,-0.24,-7.0,worse
The Mysterians,1,The Mysterians,1957,3,3.1,3.05,0.05,2.0,better
The Mysterians,2,Battle in Outer Space,1959,3,2.98,3.05,-0.07,-2.0,worse
The Mysterians,3,The War in Space,1977,3,3.07,3.05,0.02,1.0,better
The National Shotgun,1,The National Shotgun,1978,3,3.61,3.51,0.1,3.0,better
The National Shotgun,2,National Heritage,1981,3,3.5,3.51,-0.01,-0.0,worse
The National Shotgun,3,National III,1982,3,3.42,3.51,-0.09,-3.0,worse
The Neverending Story,1,The NeverEnding Story,1984,3,3.53,2.71,0.82,30.0,better
The Neverending Story,2,The NeverEnding Story II: The Next Chapter,1990,3,2.63,2.71,-0.08,-3.0,worse
The Neverending Story,3,The NeverEnding Story III,1994,3,1.96,2.71,-0.75,-28.0,worse
The Ninja Trilogy,1,Enter the Ninja,1981,3,2.82,3.03,-0.21,-7.0,worse
The Ninja Trilogy,2,Revenge of the Ninja,1983,3,3.17,3.03,0.14,5.0,better
The Ninja Trilogy,3,Ninja III: The Domination,1984,3,3.1,3.03,0.07,2.0,better
The Omen,1,The Omen,1976,4,3.64,2.81,0.83,30.0,better
The Omen,2,Damien: Omen II,1978,4,2.96,2.81,0.15,5.0,better
The Omen,3,Omen III: The Final Conflict,1981,4,2.64,2.81,-0.17,-6.0,worse
The Omen,4,Omen IV: The Awakening,1991,4,1.99,2.81,-0.82,-29.0,worse
The One-Armed Swordsman,1,The One-Armed Swordsman,1967,4,3.68,3.55,0.13,4.0,better
The One-Armed Swordsman,2,Return of the One-Armed Swordsman,1969,4,3.54,3.55,-0.01,-0.0,worse
The One-Armed Swordsman,3,The New One-Armed Swordsman,1971,4,3.65,3.55,0.1,3.0,better
The One-Armed Swordsman,4,The One Armed Swordsmen,1976,4,3.34,3.55,-0.21,-6.0,worse
The Orphic Trilogy,1,The Blood of a Poet,1932,3,3.81,3.91,-0.1,-3.0,worse
The Orphic Trilogy,2,Orpheus,1950,3,4.06,3.91,0.15,4.0,better
The Orphic Trilogy,3,Testament of Orpheus,1960,3,3.86,3.91,-0.05,-1.0,worse
The Outlaws,1,The Outlaws,2017,3,3.51,3.38,0.13,4.0,better
The Outlaws,2,The Roundup,2022,3,3.4,3.38,0.02,1.0,better
The Outlaws,3,The Roundup: No Way Out,2023,3,3.22,3.38,-0.16,-5.0,worse
The Pasta Detectives,1,The Pasta Detectives,2014,3,3.22,3.17,0.05,2.0,better
The Pasta Detectives,2,The Pasta Detectives 2,2015,3,3.15,3.17,-0.02,-1.0,worse
The Pasta Detectives,3,The Pasta Detectives 3,2016,3,3.13,3.17,-0.04,-1.0,worse
The Paul Dédalus,1,My Sex Life... or How I Got Into an Argument,1996,3,3.8,3.69,0.11,3.0,better
The Paul Dédalus,2,A Christmas Tale,2008,3,3.67,3.69,-0.02,-1.0,worse
The Paul Dédalus,3,My Golden Days,2015,3,3.6,3.69,-0.09,-2.0,worse
The Pink Panther (Original),1,The Pink Panther,1963,9,3.43,2.96,0.47,16.0,better
The Pink Panther (Original),2,A Shot in the Dark,1964,9,3.66,2.96,0.7,24.0,better
The Pink Panther (Original),3,Inspector Clouseau,1968,9,2.65,2.96,-0.31,-10.0,worse
The Pink Panther (Original),4,The Return of the Pink Panther,1975,9,3.44,2.96,0.48,16.0,better
The Pink Panther (Original),5,The Pink Panther Strikes Again,1976,9,3.5,2.96,0.54,18.0,better
The Pink Panther (Original),6,Revenge of the Pink Panther,1978,9,3.18,2.96,0.22,7.0,better
The Pink Panther (Original),7,Trail of the Pink Panther,1982,9,2.5,2.96,-0.46,-16.0,worse
The Pink Panther (Original),8,Curse of the Pink Panther,1983,9,2.2,2.96,-0.76,-26.0,worse
The Pink Panther (Original),9,Son of the Pink Panther,1993,9,2.06,2.96,-0.9,-30.0,worse
The Prince & Me,1,The Prince & Me,2004,4,2.71,2.67,0.04,1.0,better
The Prince & Me,2,The Prince & Me 2: The Royal Wedding,2006,4,2.38,2.67,-0.29,-11.0,worse
The Prince & Me,3,The Prince & Me: A Royal Honeymoon,2008,4,2.76,2.67,0.09,3.0,better
The Prince & Me,4,The Prince & Me 4: The Elephant Adventure,2010,4,2.84,2.67,0.17,6.0,better
The Princess Switch,1,The Princess Switch,2018,3,2.33,2.22,0.11,5.0,better
The Princess Switch,2,The Princess Switch: Switched Again,2020,3,2.13,2.22,-0.09,-4.0,worse
The Princess Switch,3,The Princess Switch 3: Romancing the Star,2021,3,2.2,2.22,-0.02,-1.0,worse
The Property Trilogy,1,Revenge of the Snakes,1962,3,3.58,3.64,-0.06,-2.0,worse
The Property Trilogy,2,Dry Summer,1963,3,3.78,3.64,0.14,4.0,better
The Property Trilogy,3,The Well,1968,3,3.56,3.64,-0.08,-2.0,worse
The Prophecy,1,The Prophecy,1995,5,3.02,2.69,0.33,12.0,better
The Prophecy,2,The Prophecy II,1998,5,2.7,2.69,0.01,0.0,better
The Prophecy,3,The Prophecy 3: The Ascent,2000,5,2.5,2.69,-0.19,-7.0,worse
The Prophecy,4,The Prophecy: Uprising,2005,5,2.65,2.69,-0.04,-1.0,worse
The Prophecy,5,The Prophecy: Forsaken,2005,5,2.6,2.69,-0.09,-3.0,worse
The Purge,1,The Purge,2013,5,2.66,2.56,0.1,4.0,better
The Purge,2,The Purge: Anarchy,2014,5,2.82,2.56,0.26,10.0,better
The Purge,3,The Purge: Election Year,2016,5,2.61,2.56,0.05,2.0,better
The Purge,4,The First Purge,2018,5,2.43,2.56,-0.13,-5.0,worse
The Purge,5,The Forever Purge,2021,5,2.28,2.56,-0.28,-11.0,worse
The Ranown Cycle Westerns,1,7 Men from Now,1956,7,3.76,3.59,0.17,5.0,better
The Ranown Cycle Westerns,2,The Tall T,1957,7,3.77,3.59,0.18,5.0,better
The Ranown Cycle Westerns,3,Decision at Sundown,1957,7,3.49,3.59,-0.1,-3.0,worse
The Ranown Cycle Westerns,4,Buchanan Rides Alone,1958,7,3.51,3.59,-0.08,-2.0,worse
The Ranown Cycle Westerns,5,Ride Lonesome,1959,7,3.7,3.59,0.11,3.0,better
The Ranown Cycle Westerns,6,Westbound,1959,7,3.29,3.59,-0.3,-8.0,worse
The Ranown Cycle Westerns,7,Comanche Station,1960,7,3.63,3.59,0.04,1.0,better
The Reunion,1,The Reunion,2011,3,3.03,2.99,0.04,1.0,better
The Reunion,2,The Reunion 2: The Funeral,2014,3,3.04,2.99,0.05,2.0,better
The Reunion,3,The Reunion 3: Baptism,2016,3,2.9,2.99,-0.09,-3.0,worse
The Ring,1,The Ring,2002,3,3.31,2.47,0.84,34.0,better
The Ring,2,The Ring Two,2005,3,2.39,2.47,-0.08,-3.0,worse
The Ring,3,Rings,2017,3,1.71,2.47,-0.76,-31.0,worse
The Robert Langdon,1,The Da Vinci Code,2006,3,3.05,2.88,0.17,6.0,better
The Robert Langdon,2,Angels & Demons,2009,3,3.02,2.88,0.14,5.0,better
The Robert Langdon,3,Inferno,2016,3,2.56,2.88,-0.32,-11.0,worse
The Sabata,1,Sabata,1969,3,3.41,3.2,0.21,7.0,better
The Sabata,2,"Adiós, Sabata",1970,3,3.13,3.2,-0.07,-2.0,worse
The Sabata,3,Return of Sabata,1971,3,3.06,3.2,-0.14,-4.0,worse
The Sandlot,1,The Sandlot,1993,3,3.7,2.71,0.99,37.0,better
The Sandlot,2,The Sandlot 2,2005,3,2.3,2.71,-0.41,-15.0,worse
The Sandlot,3,The Sandlot: Heading Home,2007,3,2.12,2.71,-0.59,-22.0,worse
The Santa Clause,1,The Santa Clause,1994,3,3.09,2.63,0.46,17.0,better
The Santa Clause,2,The Santa Clause 2,2002,3,2.65,2.63,0.02,1.0,better
The Santa Clause,3,The Santa Clause 3: The Escape Clause,2006,3,2.15,2.63,-0.48,-18.0,worse
The Scorpion King,1,The Scorpion King,2002,5,2.19,2.03,0.16,8.0,better
The Scorpion King,2,The Scorpion King 2: Rise of a Warrior,2008,5,1.78,2.03,-0.25,-12.0,worse
The Scorpion King,3,The Scorpion King 3: Battle for Redemption,2012,5,1.81,2.03,-0.22,-11.0,worse
The Scorpion King,4,The Scorpion King 4: Quest for Power,2015,5,2.11,2.03,0.08,4.0,better
The Scorpion King,5,The Scorpion King: Book of Souls,2018,5,2.26,2.03,0.23,11.0,better
The Seven Deadly Sins,1,The Seven Deadly Sins: Prisoners of the Sky,2018,4,2.9,2.92,-0.02,-1.0,worse
The Seven Deadly Sins,2,The Seven Deadly Sins: Cursed by Light,2021,4,2.91,2.92,-0.01,-0.0,worse
The Seven Deadly Sins,3,The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022,4,2.83,2.92,-0.09,-3.0,worse
The Seven Deadly Sins,4,The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023,4,3.03,2.92,0.11,4.0,better
The Sinbad,1,The 7th Voyage of Sinbad,1958,3,3.51,3.35,0.16,5.0,better
The Sinbad,2,The Golden Voyage of Sinbad,1973,3,3.39,3.35,0.04,1.0,better
The Sinbad,3,Sinbad and the Eye of the Tiger,1977,3,3.15,3.35,-0.2,-6.0,worse
The Skulls,1,The Skulls,2000,3,2.58,2.67,-0.09,-3.0,worse
The Skulls,2,The Skulls II,2002,3,2.67,2.67,-0.0,-0.0,equal
The Skulls,3,The Skulls III,2004,3,2.77,2.67,0.1,4.0,better
The Slumber Party Massacre,1,The Slumber Party Massacre,1982,3,3.02,2.8,0.22,8.0,better
The Slumber Party Massacre,2,Slumber Party Massacre II,1987,3,2.94,2.8,0.14,5.0,better
The Slumber Party Massacre,3,Slumber Party Massacre III,1990,3,2.44,2.8,-0.36,-13.0,worse
The Sorority House Massacre,1,Sorority House Massacre,1986,3,2.46,2.7,-0.24,-9.0,worse
The Sorority House Massacre,2,Sorority House Massacre II,1990,3,2.73,2.7,0.03,1.0,better
The Sorority House Massacre,3,Hard to Die,1990,3,2.91,2.7,0.21,8.0,better
The Souvenir,1,The Souvenir,2019,3,3.48,3.57,-0.09,-3.0,worse
The Souvenir,2,The Souvenir: Part II,2021,3,3.89,3.57,0.32,9.0,better
The Souvenir,3,The Eternal Daughter,2022,3,3.33,3.57,-0.24,-7.0,worse
The Stepfather,1,The Stepfather,1987,3,3.34,2.85,0.49,17.0,better
The Stepfather,2,Stepfather 2,1989,3,2.83,2.85,-0.02,-1.0,worse
The Stepfather,3,Stepfather 3,1992,3,2.37,2.85,-0.48,-17.0,worse
The Street Fighter,1,The Street Fighter,1974,3,3.58,3.29,0.29,9.0,better
The Street Fighter,2,Return of the Street Fighter,1974,3,3.24,3.29,-0.05,-2.0,worse
The Street Fighter,3,The Street Fighter's Last Revenge,1974,3,3.06,3.29,-0.23,-7.0,worse
The Substitute,1,The Substitute,1996,4,2.86,2.87,-0.01,-0.0,worse
The Substitute,2,The Substitute 2: School's Out,1998,4,2.79,2.87,-0.08,-3.0,worse
The Substitute,3,The Substitute 3: Winner Takes All,1999,4,2.88,2.87,0.01,0.0,better
The Substitute,4,The Substitute: Failure Is Not an Option,2001,4,2.96,2.87,0.09,3.0,better
The Tag-Along,1,The Tag-Along,2015,3,2.76,2.93,-0.17,-6.0,worse
The Tag-Along,2,The Tag-Along 2,2017,3,3.02,2.93,0.09,3.0,better
The Tag-Along,3,The Tag-Along: Devil Fish,2018,3,3.01,2.93,0.08,3.0,better
The Terminator,1,The Terminator,1984,6,3.89,3.02,0.87,29.0,better
The Terminator,2,Terminator 2: Judgment Day,1991,6,4.27,3.02,1.25,41.0,better
The Terminator,3,Terminator 3: Rise of the Machines,2003,6,2.64,3.02,-0.38,-13.0,worse
The Terminator,4,Terminator Salvation,2009,6,2.53,3.02,-0.49,-16.0,worse
The Terminator,5,Terminator Genisys,2015,6,2.19,3.02,-0.83,-27.0,worse
The Terminator,6,Terminator: Dark Fate,2019,6,2.62,3.02,-0.4,-13.0,worse
The Terrorism Trilogy,1,Roja,1992,3,3.5,3.66,-0.16,-4.0,worse
The Terrorism Trilogy,2,Bombay,1995,3,3.86,3.66,0.2,5.0,better
The Terrorism Trilogy,3,Dil Se..,1998,3,3.62,3.66,-0.04,-1.0,worse
The Thin Man,1,The Thin Man,1934,6,3.94,3.57,0.37,10.0,better
The Thin Man,2,After the Thin Man,1936,6,3.74,3.57,0.17,5.0,better
The Thin Man,3,Another Thin Man,1939,6,3.52,3.57,-0.05,-1.0,worse
The Thin Man,4,Shadow of the Thin Man,1941,6,3.43,3.57,-0.14,-4.0,worse
The Thin Man,5,The Thin Man Goes Home,1944,6,3.47,3.57,-0.1,-3.0,worse
The Thin Man,6,Song of the Thin Man,1947,6,3.3,3.57,-0.27,-8.0,worse
The Three Mothers,1,Suspiria,1977,3,3.95,3.27,0.68,21.0,better
The Three Mothers,2,Inferno,1980,3,3.46,3.27,0.19,6.0,better
The Three Mothers,3,The Mother of Tears,2007,3,2.41,3.27,-0.86,-26.0,worse
The Toxic Avenger,1,The Toxic Avenger,1984,4,3.32,2.9,0.42,14.0,better
